ORF	Name	R1.Ratio	R2.Ratio	R3.Ratio	R4.Ratio	R5.Ratio	R6.Ratio	R7.Ratio
16	YDR017C	KCS1	0.909090909090909	0.909090909090909	0.87719298245614	0.649350649350649	0.72992700729927	0.72992700729927	1.19047619047619
17	YDR018c		0.719424460431655	1.78571428571429	0.952380952380952	0.709219858156028	0.769230769230769	2.38095238095238	2.56410256410256
18	YDR019C	GCV1	0.99009900990099	1.35135135135135	1.85185185185185	2.4390243902439	3.84615384615385	1.44927536231884	1.16279069767442
19	YDR020c		0.934579439252336	1.88679245283019	1.0989010989011	0.740740740740741	0.657894736842105	0.606060606060606	0.740740740740741
20	YDR021w		0.99009900990099	1.44927536231884	0.952380952380952	0.641025641025641	0.641025641025641	0.442477876106195	0.680272108843537
21	YDR022c		0.757575757575758	1.17647058823529	0.952380952380952	0.840336134453782	0.78125	1.75438596491228	1.61290322580645
22	YDR023W	SES1	1.38888888888889	0.952380952380952	1.47058823529412	0.826446280991736	0.769230769230769	0.495049504950495	0.344827586206897
23	YDR024w		0.740740740740741	1.85185185185185	0.806451612903226	0.763358778625954	0.636942675159236	0.328947368421053	0.303030303030303
24	YDR025W	RPS18A	1.0989010989011	0.925925925925926	0.87719298245614	0.581395348837209	0.591715976331361	0.552486187845304	0.202429149797571
25	YAR068W		0.862068965517241	1.20481927710843	1.49253731343284	1.33333333333333	0.99009900990099	1.40845070422535	1.51515151515152
26	YDR026c		0.826446280991736	1.05263157894737	1.05263157894737	0.87719298245614	0.900900900900901	0.900900900900901	0.680272108843537
27	YDR027c		0.952380952380952	0.934579439252336	1.02040816326531	1.13636363636364	0.847457627118644	1.28205128205128	1.28205128205128
28	YDR028C	HEX2	0.909090909090909	1.02040816326531	1.12359550561798	1.02040816326531	1.20481927710843	1.42857142857143	1.01010101010101
29	YDR029w		0.970873786407767	1.14942528735632	1.26582278481013	1.04166666666667	0.769230769230769	1.17647058823529	1.16279069767442
30	YDR030c		0.662251655629139	0.671140939597315	1.20481927710843	0.909090909090909	0.8	2.38095238095238	1.69491525423729
31	YDR031w		0.819672131147541	0.943396226415094	1.13636363636364	1.0989010989011	1.44927536231884	5	2.38095238095238
32	YDR032c		1.08695652173913	1.23456790123457	1.85185185185185	2	2.04081632653061	3.44827586206897	2.08333333333333
33	YDR033w		1.14942528735632	1.31578947368421	1.75438596491228	1.53846153846154	1.47058823529412	1.13636363636364	1.72413793103448
34	YDR034C	LYS14	0.925925925925926	1.04166666666667	1.13636363636364	1.04166666666667	0.847457627118644	1.66666666666667	1.08695652173913
35	YDR035W	ARO3	1.06382978723404	1.0752688172043	0.99009900990099	0.8	0.862068965517241	0.54054054054054	0.680272108843537
36	YAR069C		0.934579439252336	1.33333333333333	1	0.813008130081301	0.552486187845304	0.869565217391304	0.813008130081301
37	YDR036c		1.01010101010101	0.961538461538461	1.03092783505155	0.704225352112676	0.684931506849315	1.26582278481013	0.943396226415094
38	YDR037W	KRS1	1.05263157894737	1.28205128205128	0.925925925925926	0.684931506849315	0.704225352112676	0.260416666666667	0.263157894736842
39	YDR038C	ENA5	1.03092783505155	0.943396226415094	1.05263157894737	0.62111801242236	0.549450549450549	0.471698113207547	0.813008130081301
40	YDR039C	ENA2	1.0989010989011	1.04166666666667	0.909090909090909	0.714285714285714	0.632911392405063	0.32051282051282	0.840336134453782
41	YDR040C	ENA1	0.961538461538461	0.925925925925926	0.980392156862745	0.584795321637427	0.595238095238095	0.440528634361233	0.72992700729927
42	YDR041W		0.970873786407767	1.14942528735632	1.25	1.38888888888889	1.38888888888889	2.38095238095238	1.42857142857143
43	YDR042C		0.757575757575758	0.91743119266055	0.746268656716418	0.769230769230769	0.684931506849315	0.8	0.735294117647059
44	YDR043C		0.909090909090909	0.943396226415094	0.99009900990099	0.99009900990099	0.680272108843537	2.08333333333333	2.7027027027027
45	YDR044W	HEM13	0.91743119266055	1.14942528735632	1.36986301369863	1.0989010989011	1.02040816326531	1.06382978723404	0.588235294117647
46	YDR045C		1.12359550561798	1.12359550561798	1.42857142857143	1.06382978723404	0.8	0.793650793650794	0.657894736842105
47	YAR070C		0.87719298245614	1.33333333333333	1	0.952380952380952	0.78740157480315	0.892857142857143	1.01010101010101
48	YDR046C	(PAP1)	0.892857142857143	1.12359550561798	1.44927536231884	1.21951219512195	0.862068965517241	0.862068965517241	0.657894736842105
49	YDR047W	HEM12	1.13636363636364	1.16279069767442	1.47058823529412	1.03092783505155	0.684931506849315	1.20481927710843	0.689655172413793
50	YDR048C		0.892857142857143	1.08695652173913	0.925925925925926	0.847457627118644	0.684931506849315	0.961538461538461	0.735294117647059
51	YDR049W		0.970873786407767	0.952380952380952	1.35135135135135	0.925925925925926	0.574712643678161	1.19047619047619	0.72992700729927
52	YDR050C	TPI1	1.06382978723404	0.980392156862745	1.28205128205128	1.14942528735632	1.04166666666667	1.06382978723404	0.458715596330275
53	YDR051c		0.925925925925926	1.06382978723404	1.11111111111111	1.19047619047619	0.91743119266055	2	1.2987012987013
54	YDR052C	DBF4	0.862068965517241	0.91743119266055	0.925925925925926	0.826446280991736	0.719424460431655	0.72463768115942	0.467289719626168
55	YDR053w		1.04166666666667	1.16279069767442	0.99009900990099	0.900900900900901	0.735294117647059	0.813008130081301	0.657894736842105
56	YDR054c	CDC34	0.862068965517241	0.847457627118644	0.833333333333333	0.689655172413793	0.934579439252336	1.51515151515152	0.819672131147541
57	YDR055w		1.13636363636364	1.25	2.17391304347826	1.69491525423729	1.53846153846154	2.12765957446809	1.72413793103448
58	YAR071W	PHO11	1.40845070422535	1.2987012987013	1.31578947368421	0.684931506849315	0.434782608695652	0.36101083032491	0.277777777777778
59	YDR056c		0.892857142857143	0.813008130081301	1.12359550561798	1.03092783505155	1.13636363636364	1.31578947368421	0.72463768115942
60	YDR057w		1.02040816326531	0.961538461538461	1.49253731343284	1.06382978723404	0.91743119266055	1.72413793103448	1.51515151515152
61	YDR058c		0.704225352112676	0.65359477124183	0.847457627118644	1.01010101010101	0.970873786407767	2.12765957446809	1.13636363636364
62	YDR059C	UBC5	0.970873786407767	0.87719298245614	1.36986301369863	1.13636363636364	1.44927536231884	2.08333333333333	2.7027027027027
63	YDR060w		0.970873786407767	0.934579439252336	0.99009900990099	0.574712643678161	0.558659217877095	0.210526315789474	0.191204588910134
64	YDR061w		0.900900900900901	1.08695652173913	1.66666666666667	1.0989010989011	0.952380952380952	1.61290322580645	1.2987012987013
65	YDR062W	LCB2	0.961538461538461	1.04166666666667	1.13636363636364	0.934579439252336	0.826446280991736	0.454545454545455	0.401606425702811
66	YDR063w		1.17647058823529	1.06382978723404	1.33333333333333	1.16279069767442	1.20481927710843	2.08333333333333	1.02040816326531
67	YDR064W	YS15	0.961538461538461	0.91743119266055	0.952380952380952	0.684931506849315	0.680272108843537	0.232558139534884	0.193798449612403
68	YDR065w		0.961538461538461	1.0989010989011	1.17647058823529	1.0989010989011	1.05263157894737	1.2987012987013	0.900900900900901
69	YAR073W	FUN63	1.25	1.38888888888889	1.40845070422535	0.934579439252336	0.72463768115942	0.306748466257669	0.213675213675214
70	YDR066c		0.793650793650794	1.0752688172043	1.08695652173913	1.06382978723404	0.8	1.35135135135135	0.826446280991736
71	YDR067c		0.970873786407767	1.03092783505155	1.44927536231884	1.06382978723404	0.689655172413793	1.53846153846154	1.16279069767442
72	YDR068W	DOS1	0.847457627118644	0.943396226415094	1.19047619047619	0.892857142857143	0.746268656716418	1.36986301369863	1
73	YDR069C	UBP4	0.833333333333333	1.16279069767442	0.78740157480315	0.884955752212389	0.62111801242236	0.884955752212389	1.42857142857143
74	YDR070c		1.01010101010101	1.05263157894737	1.04166666666667	1.01010101010101	1.19047619047619	5.26315789473684	3.2258064516129
75	YDR071c		1.20481927710843	1.16279069767442	1.47058823529412	1.21951219512195	0.925925925925926	1.72413793103448	0.806451612903226
76	YDR072c		0.892857142857143	1.01010101010101	1.31578947368421	0.847457627118644	0.75187969924812	1.31578947368421	0.925925925925926
77	YDR073W	SNF11	1.02040816326531	1.13636363636364	1.25	1.05263157894737	0.769230769230769	1.53846153846154	1.23456790123457
78	YDR074W	TPS2	1.11111111111111	1.14942528735632	1.19047619047619	2.04081632653061	1.96078431372549	4	2.27272727272727
79	YDR075W	PPH3	1.02040816326531	0.961538461538461	1.05263157894737	0.735294117647059	0.613496932515337	0.854700854700855	0.628930817610063
80	YAR074C		1.25	1.31578947368421	1.21951219512195	0.75187969924812	0.632911392405063	0.34965034965035	0.294985250737463
81	YDR076W	RAD55	0.578034682080925	0.746268656716418	1.2987012987013	0.99009900990099	0.662251655629139	1.51515151515152	1.58730158730159
82	YDR077W	SED1	1.21951219512195	1.38888888888889	1.42857142857143	2.04081632653061	2.77777777777778	4.34782608695652	3.125
83	YDR078c		0.735294117647059	1.23456790123457	0.91743119266055	0.952380952380952	0.694444444444444	1.28205128205128	1.33333333333333
84	YDR079w		0.943396226415094	0.884955752212389	1.40845070422535	0.980392156862745	1.14942528735632	1.78571428571429	1.51515151515152
85	YDR080w		0.813008130081301	0.719424460431655	0.847457627118644	0.847457627118644	0.78125	0.970873786407767	1.14942528735632
86	YDR081C	PDC2	1.13636363636364	1.0752688172043	1.12359550561798	0.684931506849315	0.78740157480315	1.12359550561798	0.8
87	YDR082w		0.53475935828877	0.833333333333333	1.16279069767442	0.78125	0.555555555555556	1.33333333333333	1.38888888888889
88	YDR083w		1.11111111111111	1.12359550561798	1.44927536231884	0.666666666666667	0.671140939597315	0.925925925925926	0.363636363636364
89	YDR084c		0.862068965517241	0.961538461538461	1.2987012987013	1.17647058823529	0.909090909090909	1.21951219512195	0.884955752212389
90	YDR085C	AFR1	0.735294117647059	0.961538461538461	1.47058823529412	0.961538461538461	1.12359550561798	2.5	2.5
91	YBL001C		0.970873786407767	1.40845070422535	1.38888888888889	1.25	0.934579439252336	1.75438596491228	1.16279069767442
92	YDR086C	SSS1	1.12359550561798	0.980392156862745	1.16279069767442	1.03092783505155	1.04166666666667	1.08695652173913	0.523560209424084
93	YDR087c		1.0752688172043	1.02040816326531	1.47058823529412	0.625	0.613496932515337	1.0989010989011	0.588235294117647
94	YDR088C	SLU7	0.483091787439614	0.689655172413793	0.900900900900901	1.13636363636364	0.636942675159236	1.44927536231884	1.08695652173913
95	YDR089w		1.05263157894737	1.14942528735632	1.36986301369863	1.11111111111111	1.35135135135135	1.02040816326531	0.675675675675676
96	YDR090C		0.91743119266055	0.961538461538461	1.17647058823529	0.892857142857143	0.714285714285714	1.13636363636364	0.99009900990099
97	YDR091C		1.36986301369863	1.23456790123457	1.40845070422535	0.75187969924812	0.72463768115942	0.537634408602151	0.418410041841004
98	YDR092W		0.934579439252336	0.884955752212389	1.16279069767442	1.01010101010101	0.847457627118644	1.40845070422535	1.01010101010101
99	YDR093W		1.19047619047619	1.16279069767442	1.14942528735632	0.869565217391304	1.01010101010101	0.657894736842105	0.595238095238095
100	YDR094W		0.740740740740741	0.934579439252336	1.25	0.833333333333333	0.775193798449612	0.684931506849315	0.694444444444444
101	YDR095C		0.99009900990099	1.11111111111111	1.06382978723404	0.862068965517241	0.78125	0.806451612903226	0.909090909090909
102	YBL002W	HTB2	1.26582278481013	1.25	1.0752688172043	0.943396226415094	1	1.03092783505155	0.671140939597315
103	YDR096W		0.840336134453782	0.952380952380952	0.970873786407767	1.0989010989011	0.87719298245614	1.92307692307692	2.94117647058824
104	YDR097C		0.87719298245614	0.943396226415094	1.08695652173913	0.78740157480315	0.53475935828877	0.833333333333333	0.714285714285714
105	YDR098C		0.934579439252336	0.884955752212389	1	0.833333333333333	0.636942675159236	1.11111111111111	0.72992700729927
106	YDR099W	BMH2	1.51515151515152	1.31578947368421	1.20481927710843	0.943396226415094	0.87719298245614	1.12359550561798	0.854700854700855
107	YDR100W		0.900900900900901	1.01010101010101	1.42857142857143	1.0752688172043	0.826446280991736	1.21951219512195	0.78740157480315
108	YDR101C		1.2987012987013	1.19047619047619	1.25	0.495049504950495	0.395256916996047	0.272479564032698	0.561797752808989
109	YDR102C		0.813008130081301	0.78125	0.925925925925926	1.23456790123457	0.602409638554217	1.40845070422535	0.961538461538461
110	YDR103W	STE5	1.11111111111111	1.03092783505155	0.884955752212389	0.65359477124183	0.757575757575758	0.892857142857143	0.65359477124183
111	YDR104C		0.740740740740741	0.699300699300699	0.900900900900901	0.709219858156028	0.671140939597315	1.31578947368421	0.952380952380952
112	YDR105C		1.03092783505155	1.31578947368421	1.81818181818182	1.28205128205128	1.44927536231884	1.5625	1.69491525423729
113	YAL066W		0.666666666666667	0.862068965517241	1.02040816326531	0.840336134453782	0.87719298245614	1.06382978723404	1.04166666666667
114	YBL003C	HTA2	1.08695652173913	1.25	1.40845070422535	1.31578947368421	1.12359550561798	1.13636363636364	0.561797752808989
115	YDR106W		0.467289719626168	0.709219858156028	0.934579439252336	0.775193798449612	0.617283950617284	1.49253731343284	1.04166666666667
116	YDR107C		0.91743119266055	1.17647058823529	1.75438596491228	1.35135135135135	0.961538461538461	1.36986301369863	1.23456790123457
117	YDR108W	GSG1	0.709219858156028	0.72463768115942	1.03092783505155	0.746268656716418	0.666666666666667	1.23456790123457	0.793650793650794
118	YDR109C		0.980392156862745	0.961538461538461	1.23456790123457	1.19047619047619	1.26582278481013	1.13636363636364	1.03092783505155
119	YDR110W		0.8	0.806451612903226	1.19047619047619	0.806451612903226	0.689655172413793	1.0752688172043	0.628930817610063
120	YDR111C		1.01010101010101	1.23456790123457	1.53846153846154	1.01010101010101	1.03092783505155	1.28205128205128	1.61290322580645
121	YDR112W		0.909090909090909	0.862068965517241	0.934579439252336	0.826446280991736	0.72463768115942	1.17647058823529	1.23456790123457
122	YDR113C	PDS1	0.934579439252336	0.980392156862745	1.19047619047619	0.819672131147541	0.87719298245614	1.31578947368421	0.961538461538461
123	YDR114C		0.793650793650794	0.819672131147541	0.8	0.763358778625954	0.757575757575758	1.03092783505155	0.699300699300699
124	YDR115W		1.05263157894737	1.13636363636364	1.17647058823529	1.0752688172043	1.13636363636364	1.85185185185185	1.13636363636364
125	YBL004W		1.13636363636364	1.36986301369863	1.08695652173913	0.862068965517241	0.719424460431655	0.884955752212389	0.714285714285714
126	YDR116C		0.925925925925926	0.943396226415094	0.91743119266055	0.892857142857143	0.819672131147541	1.58730158730159	0.862068965517241
127	YDR117C		1.0752688172043	1.17647058823529	1.04166666666667	0.980392156862745	0.735294117647059	1.05263157894737	0.699300699300699
128	YDR118W		0.558659217877095	0.746268656716418	1.31578947368421	0.91743119266055	0.719424460431655	1.85185185185185	1.06382978723404
129	YDR119W		1.25	1.2987012987013	1.78571428571429	1.04166666666667	0.78740157480315	0.505050505050505	0.392156862745098
130	YDR120C	TRM1	0.980392156862745	0.925925925925926	1.31578947368421	0.649350649350649	0.72463768115942	0.934579439252336	0.50251256281407
131	YDR121W		1.08695652173913	0.99009900990099	1.25	0.763358778625954	0.609756097560976	0.980392156862745	0.826446280991736
132	YDR122W	KIN1	0.757575757575758	0.813008130081301	1.02040816326531	1.03092783505155	0.826446280991736	1.75438596491228	0.909090909090909
133	YDR123C	INO2	0.900900900900901	1.06382978723404	1.12359550561798	0.793650793650794	0.704225352112676	0.980392156862745	1.02040816326531
134	YDR124W		0.806451612903226	1.0752688172043	1	0.925925925925926	1.28205128205128	1.16279069767442	1.51515151515152
135	YDR125C		0.826446280991736	1.01010101010101	1.01010101010101	0.909090909090909	0.91743119266055	2.04081632653061	2.7027027027027
136	YBL005W	PDR3	1.08695652173913	1.17647058823529	1.02040816326531	0.970873786407767	0.970873786407767	0.602409638554217	0.431034482758621
137	YDR126W		0.628930817610063	0.704225352112676	1.38888888888889	0.826446280991736	0.617283950617284	1.42857142857143	1.05263157894737
138	YDR127W	ARO1	0.87719298245614	1.0989010989011	0.91743119266055	0.934579439252336	1.01010101010101	0.641025641025641	0.680272108843537
139	YDR128W		1.01010101010101	0.87719298245614	1.16279069767442	0.909090909090909	0.793650793650794	1.12359550561798	0.884955752212389
140	YDR129C	SAC6	1.17647058823529	1.42857142857143	1.35135135135135	0.99009900990099	1.0989010989011	2.12765957446809	1.58730158730159
141	YDR130C		0.53475935828877	0.684931506849315	1.21951219512195	0.925925925925926	0.78125	1.61290322580645	1.0752688172043
142	YDR131C		0.769230769230769	0.970873786407767	1.17647058823529	0.769230769230769	0.840336134453782	1.5625	1.61290322580645
143	YDR132C		0.490196078431373	0.72463768115942	1.44927536231884	0.78125	0.78740157480315	1.53846153846154	1.11111111111111
144	YDR133C		1.0752688172043	1.13636363636364	1.63934426229508	1.51515151515152	1.31578947368421	1.2987012987013	0.91743119266055
145	YDR134C		1.06382978723404	1.13636363636364	1.35135135135135	1.17647058823529	1.23456790123457	1.0989010989011	0.588235294117647
146	YDR135C	YCF1	0.961538461538461	1.0989010989011	0.934579439252336	0.934579439252336	0.925925925925926	0.574712643678161	0.900900900900901
147	YBL005W-A	TY1A	1.0752688172043	1.0989010989011	1.03092783505155	0.980392156862745	1.03092783505155	0.636942675159236	0.662251655629139
148	YDR136C		0.689655172413793	0.684931506849315	0.980392156862745	0.862068965517241	0.628930817610063	1.63934426229508	0.925925925925926
149	YDR137W	RGP1	0.970873786407767	1.14942528735632	1.35135135135135	1.06382978723404	0.628930817610063	1.49253731343284	1.31578947368421
150	YDR138W	HPR1	0.826446280991736	0.78740157480315	1.03092783505155	0.757575757575758	0.62111801242236	1.12359550561798	0.763358778625954
151	YDR139C		1.03092783505155	1.23456790123457	1.44927536231884	1.12359550561798	1.03092783505155	1.40845070422535	0.833333333333333
152	YDR140W		0.925925925925926	0.847457627118644	1.21951219512195	0.806451612903226	0.613496932515337	1.25	0.87719298245614
153	YDR141C		1.0989010989011	1.05263157894737	1.12359550561798	0.813008130081301	0.854700854700855	0.840336134453782	0.884955752212389
154	YDR142C	PAS7	0.65359477124183	0.746268656716418	1.02040816326531	0.628930817610063	0.680272108843537	1.66666666666667	1.12359550561798
155	YDR143C	SAN1	1.14942528735632	1.08695652173913	1.03092783505155	0.476190476190476	0.546448087431694	0.684931506849315	0.675675675675676
156	YDR144C	MKC7	1.0989010989011	0.970873786407767	0.813008130081301	0.546448087431694	0.452488687782805	0.186567164179104	0.151515151515152
157	YDR145W		1.14942528735632	0.87719298245614	1.47058823529412	0.78740157480315	0.72463768115942	1.11111111111111	1.02040816326531
158	YBL005W-B	TY1B	0.934579439252336	0.847457627118644	1.04166666666667	0.746268656716418	0.591715976331361	0.87719298245614	0.558659217877095
159	YDR146C	SWI5	0.840336134453782	0.636942675159236	1.35135135135135	0.99009900990099	0.719424460431655	1.25	0.769230769230769
160	YDR147W		0.970873786407767	0.970873786407767	1.36986301369863	0.943396226415094	0.819672131147541	0.833333333333333	0.826446280991736
161	YDR148C	KGD2	0.649350649350649	0.99009900990099	1.28205128205128	0.87719298245614	0.869565217391304	3.57142857142857	2.63157894736842
162	YDR149C		0.892857142857143	1.16279069767442	1.19047619047619	0.99009900990099	0.719424460431655	1.23456790123457	2.04081632653061
163	YDR150W	NUM1	1.06382978723404	1.0989010989011	1.0752688172043	0.847457627118644	0.862068965517241	0.628930817610063	0.833333333333333
164	YDR151C	CTH1	0.78125	0.735294117647059	0.598802395209581	0.546448087431694	0.719424460431655	1.21951219512195	0.869565217391304
165	YDR152W		0.99009900990099	0.943396226415094	1.11111111111111	0.87719298245614	0.735294117647059	1.25	0.662251655629139
166	YDR153C		0.934579439252336	1.25	1.20481927710843	0.746268656716418	0.819672131147541	1.28205128205128	1.17647058823529
167	YDR154C		1.02040816326531	0.99009900990099	1.04166666666667	1.04166666666667	1.0989010989011	0.78740157480315	0.769230769230769
168	YDR155C	CPR1	1.05263157894737	1.04166666666667	1.26582278481013	1.21951219512195	1.40845070422535	1.26582278481013	1.13636363636364
169	YBL006C		0.934579439252336	0.884955752212389	1.26582278481013	1	1.17647058823529	1.0752688172043	0.934579439252336
170	YDR156W	RPA14	0.72992700729927	0.840336134453782	1.03092783505155	0.740740740740741	0.598802395209581	0.952380952380952	0.581395348837209
171	YDR157W		0.662251655629139	0.746268656716418	0.757575757575758	0.558659217877095	0.523560209424084	0.469483568075117	0.65359477124183
172	YDR158W	HOM2	1.26582278481013	1.38888888888889	1.5625	1.03092783505155	0.980392156862745	0.704225352112676	0.467289719626168
173	YDR159W	SAC3	1.03092783505155	1.08695652173913	0.970873786407767	0.72463768115942	0.862068965517241	0.8	0.8
174	YDR160W		0.649350649350649	0.806451612903226	1.16279069767442	0.806451612903226	0.645161290322581	1.47058823529412	1.25
175	YDR161W		1.13636363636364	1.13636363636364	1.25	0.617283950617284	0.645161290322581	0.5	0.411522633744856
176	YDR162C	NBP2	0.943396226415094	1.04166666666667	1.08695652173913	0.775193798449612	0.694444444444444	1.17647058823529	0.87719298245614
177	YDR163W		0.980392156862745	1.16279069767442	1.04166666666667	0.757575757575758	0.714285714285714	0.900900900900901	0.99009900990099
178	YDR164C	SEC1	0.925925925925926	1.06382978723404	1.20481927710843	0.806451612903226	0.662251655629139	1.17647058823529	0.87719298245614
179	YDR165W		1.25	1.20481927710843	1.31578947368421	0.617283950617284	0.510204081632653	0.251256281407035	0.325732899022801
180	YBL007C	SLA1	1.12359550561798	0.934579439252336	1.06382978723404	1.13636363636364	1.21951219512195	1.38888888888889	0.970873786407767
181	YDR166C		0.934579439252336	1.23456790123457	0.961538461538461	0.970873786407767	0.740740740740741	0.943396226415094	0.806451612903226
182	YDR167W	TAF25	0.934579439252336	1.33333333333333	1.28205128205128	0.884955752212389	0.970873786407767	1.17647058823529	1.04166666666667
183	YDR168W	CDC37	0.943396226415094	1.03092783505155	1.28205128205128	1.12359550561798	0.925925925925926	1.75438596491228	1.23456790123457
184	YDR169C	STB3	0.952380952380952	1.05263157894737	1.17647058823529	0.833333333333333	0.884955752212389	1.35135135135135	1.72413793103448
185	YDR170C	SEC7	0.970873786407767	1.33333333333333	0.980392156862745	0.970873786407767	0.763358778625954	0.662251655629139	0.609756097560976
186	YDR171W	HSP42	1.05263157894737	1.0989010989011	1.35135135135135	1.78571428571429	1.92307692307692	12.5	10
187	YDR172W	SUP35	1.17647058823529	1.05263157894737	1.16279069767442	0.75187969924812	0.769230769230769	0.884955752212389	0.529100529100529
188	YDR173C	ARGR3	0.869565217391304	1.13636363636364	1.14942528735632	0.99009900990099	0.892857142857143	1.5625	1.75438596491228
189	YDR174W		1.12359550561798	1.02040816326531	0.909090909090909	0.689655172413793	0.666666666666667	0.943396226415094	0.657894736842105
190	YDR175C		0.934579439252336	0.980392156862745	1.35135135135135	1.04166666666667	1.04166666666667	1.96078431372549	1.42857142857143
191	YBL008W	HIR1	0.961538461538461	0.925925925925926	1.06382978723404	0.884955752212389	0.869565217391304	0.819672131147541	0.793650793650794
192	YDR176W	NGG1	0.769230769230769	0.847457627118644	1.21951219512195	1.04166666666667	0.862068965517241	1.40845070422535	0.980392156862745
193	YDR177W	UBC1	1.02040816326531	1.01010101010101	1.47058823529412	0.952380952380952	1.0989010989011	1.26582278481013	1.47058823529412
194	YDR178W	SDH4	0.87719298245614	0.980392156862745	1.51515151515152	1.85185185185185	1.78571428571429	5.88235294117647	6.25
195	YDR179C		0.735294117647059	0.892857142857143	1.21951219512195	0.91743119266055	0.91743119266055	1.49253731343284	1.42857142857143
196	YDR180W		1.04166666666667	1.03092783505155	1.01010101010101	0.740740740740741	0.934579439252336	0.62111801242236	0.552486187845304
197	YDR181C		0.775193798449612	0.934579439252336	1.35135135135135	0.91743119266055	1.08695652173913	1.31578947368421	1.44927536231884
198	YDR182W	CDC1	0.840336134453782	1.01010101010101	1.25	0.909090909090909	0.72463768115942	1.58730158730159	1.03092783505155
199	YDR183W		0.75187969924812	0.869565217391304	1.20481927710843	0.75187969924812	0.746268656716418	1.36986301369863	1.13636363636364
200	YDR184C		0.99009900990099	0.91743119266055	0.826446280991736	0.543478260869565	0.505050505050505	0.680272108843537	1.0989010989011
201	YDR185C		0.884955752212389	0.934579439252336	1.02040816326531	0.763358778625954	0.8	0.961538461538461	1.28205128205128
202	YBL009W		0.91743119266055	0.8	1.06382978723404	0.671140939597315	0.54054054054054	1	0.444444444444444
203	YDR186C		1.06382978723404	1.06382978723404	1.08695652173913	0.78740157480315	0.78125	1.44927536231884	1.21951219512195
204	YDR187C		0.909090909090909	1.81818181818182	1.04166666666667	0.854700854700855	0.684931506849315	1.20481927710843	0.961538461538461
205	YDR188W	CCT6	0.91743119266055	1.08695652173913	1.69491525423729	0.826446280991736	0.689655172413793	0.980392156862745	0.819672131147541
206	YDR189W	SLY1	1.14942528735632	1.16279069767442	1.06382978723404	0.72992700729927	0.769230769230769	0.617283950617284	0.854700854700855
207	YDR190C		1.01010101010101	1.05263157894737	1.17647058823529	0.961538461538461	0.934579439252336	0.970873786407767	0.531914893617021
208	YDR191W		0.775193798449612	0.78740157480315	1.04166666666667	0.769230769230769	0.584795321637427	1.08695652173913	1.01010101010101
209	YDR192C	NUP42	0.75187969924812	1.0752688172043	0.869565217391304	0.625	0.75187969924812	1.13636363636364	0.78740157480315
210	YDR193W		1.05263157894737	1.05263157894737	0.833333333333333	0.854700854700855	0.546448087431694	0.900900900900901	1.04166666666667
211	YDR194C	MSS116	0.900900900900901	1.08695652173913	1.31578947368421	1.23456790123457	1.03092783505155	1.05263157894737	0.719424460431655
212	YDR195W	REF2	1.05263157894737	0.909090909090909	0.91743119266055	0.719424460431655	0.458715596330275	1.12359550561798	0.719424460431655
213	YBL010C		0.53475935828877	0.680272108843537	1.26582278481013	0.75187969924812	0.8	1.2987012987013	1.0989010989011
214	YDR196C		0.869565217391304	1.04166666666667	1.0752688172043	0.99009900990099	0.819672131147541	1.63934426229508	0.943396226415094
